Fecha,Hora de salida,Lugar de Origen,Lugar de Destino
2024-06-12,18:51:00,Hotel Libertador Lago Titicaca Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-12,19:09:00,Hospital Regional Manuel Núñez Butrón,Avenida La Torre Puno
2024-06-12,19:45:00,Jayllihuaya Puno,Los Incas Puno
2024-06-12,19:58:00,Plazuela 15 de Agosto Puno,Jirón Lima Puno
2024-06-12,20:31:00,Hotel Libertador Lago Titicaca Puno,Mercado Central Bellavista Puno
2024-06-12,21:38:00,Isla Esteves Puno,Plaza Mayor de Puno Puno
2024-06-13,05:06:00,Hostal Mirador Korichasca Puno,Gran Unidad Escolar San Carlos Puno
2024-06-13,05:46:00,Plazuela 15 de Agosto Puno,Municipalidad Provincial de Puno
2024-06-13,06:22:00,Mercado Unión y Dignidad Puno,Los Incas Puno
2024-06-13,06:38:00,Real Plaza Puno,Plaza Mayor de Puno Puno
2024-06-13,06:47:00,Hospital ESSALUD Puno,Hospital ESSALUD Puno
2024-06-13,07:09:00,Estadio Enrique Torres Belón,Senati Puno
2024-06-13,07:11:00,Urbanización Chanu Chanu Puno,Colegio Glorioso San Carlos Puno
2024-06-13,07:15:00,Urbanización Alto Puno,Senati Puno
2024-06-13,07:50:00,Jirón Lima Puno,Puerto Lacustre Puno
2024-06-13,07:53:00,Avenida El Sol Puno,Mirador Kuntur Wasi Puno
2024-06-13,08:07:00,Mirador Puma Uta Puno,Salcedo Puno
2024-06-13,09:29:00,Gobierno Regional de Puno,Hospital Regional Manuel Núñez Butrón
2024-06-13,09:44:00,Urbanización Alto Puno,Terminal Terrestre Puno
2024-06-13,09:51:00,Plazuela Santa Rosa Puno,Hotel Sonesta Posadas del Inca Puno
2024-06-13,10:12:00,Urbanización Chanu Chanu Puno,Avenida La Torre Puno
2024-06-13,12:17:00,Urbanización Chanu Chanu Puno,Terminal Zonal Sur Puno
2024-06-13,12:18:00,Terminal Zonal Sur Puno,Complejo Deportivo Alto Llavini Puno
2024-06-13,12:51:00,Gobierno Regional de Puno,Mirador Kuntur Wasi Puno
2024-06-13,13:16:00,Terminal Terrestre Puno,Plazuela Santa Rosa Puno
2024-06-13,17:18:00,Av. Costanera Puno,Mercado Central Bellavista Puno
2024-06-13,17:55:00,Parque del Niño Puno,Los Incas Puno
2024-06-13,17:56:00,Colegio María Auxiliadora Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-13,18:33:00,Hotel Sonesta Posadas del Inca Puno,Avenida Floral Puno
2024-06-13,18:50:00,Gobierno Regional de Puno,Plaza Mayor de Puno Puno
2024-06-13,19:13:00,Plazuela 15 de Agosto Puno,Parque Mariátegui Puno
2024-06-13,19:53:00,Mercado Unión y Dignidad Puno,Instituto de Cultura y Turismo de Puno
2024-06-13,20:38:00,Hospital Regional Manuel Núñez Butrón,Hospital Regional Manuel Núñez Butrón
2024-06-13,20:44:00,Universidad Nacional del Altiplano,Mercado Unión y Dignidad Puno
2024-06-13,20:53:00,Real Plaza Puno,Gran Unidad Escolar San Carlos Puno
2024-06-13,20:57:00,Avenida El Sol Puno,Real Plaza Puno
2024-06-14,06:44:00,Puerto Lacustre Puno,Cementerio Yanamayo Puno
2024-06-14,07:17:00,Urbanización Alto Puno,Hotel Libertador Lago Titicaca Puno
2024-06-14,09:07:00,Avenida Floral Puno,Jayllihuaya Puno
2024-06-14,09:08:00,Jirón Lima Puno,Plaza Mayor de Puno Puno
2024-06-14,10:37:00,Instituto de Cultura y Turismo de Puno,Plazuela 15 de Agosto Puno
2024-06-14,11:27:00,Hotel Sonesta Posadas del Inca Puno,Catedral Basílica de Puno
2024-06-14,11:57:00,Puerto Lacustre Puno,Avenida Floral Puno
2024-06-14,12:24:00,Colegio Glorioso San Carlos Puno,Avenida Floral Puno
2024-06-14,13:00:00,Gobierno Regional de Puno,Mercado Laykakota Puno
2024-06-14,13:29:00,Avenida La Torre Puno,Cementerio Yanamayo Puno
2024-06-14,13:30:00,Isla Esteves Puno,Real Plaza Puno
2024-06-14,14:23:00,Plazuela Santa Rosa Puno,Complejo Deportivo Alto Llavini Puno
2024-06-14,15:15:00,Hospital Regional Manuel Núñez Butrón,Urbanización Alto Puno
2024-06-14,18:48:00,Plaza Mayor de Puno Puno,Plazuela 15 de Agosto Puno
2024-06-14,18:57:00,Catedral Basílica de Puno,Colegio María Auxiliadora Puno
2024-06-14,19:18:00,Gran Unidad Escolar San Carlos Puno,Mercado Unión y Dignidad Puno
2024-06-14,19:19:00,Mercado Laykakota Puno,Senati Puno
2024-06-14,20:39:00,Urbanización Chanu Chanu Puno,Universidad Nacional del Altiplano
2024-06-14,20:59:00,Parque Pino Puno,Gran Unidad Escolar San Carlos Puno
2024-06-14,22:24:00,Centro de Salud Metropolitano Puno,Terminal Terrestre Puno
2024-06-15,05:58:00,Avenida La Torre Puno,Mercado Unión y Dignidad Puno
2024-06-15,06:42:00,Isla Esteves Puno,Instituto de Cultura y Turismo de Puno
2024-06-15,07:34:00,Gobierno Regional de Puno,Hostal Mirador Korichasca Puno
2024-06-15,07:43:00,Puerto Muñoz Díaz Puno,Urbanización Bellavista Puno
2024-06-15,08:19:00,Instituto de Educación Superior Tecnológico Público Puno,Mirador Puma Uta Puno
2024-06-15,08:43:00,Universidad Andina Néstor Cáceres Velásquez Puno,Avenida Floral Puno
2024-06-15,08:54:00,Estadio Enrique Torres Belón,Jirón Lima Puno
2024-06-15,09:01:00,Polideportivo Chanu Chanu Puno,Gobierno Regional de Puno
2024-06-15,09:04:00,Hostal Mirador Korichasca Puno,Cementerio Yanamayo Puno
2024-06-15,09:14:00,Avenida La Torre Puno,Parque del Niño Puno
2024-06-15,09:56:00,Gran Unidad Escolar San Carlos Puno,Jayllihuaya Puno
2024-06-15,11:05:00,Hospital Regional Manuel Núñez Butrón,Centro de Salud Metropolitano Puno
2024-06-15,11:49:00,Instituto de Educación Superior Tecnológico Público Puno,Jirón Lima Puno
2024-06-15,12:25:00,Mercado Central Bellavista Puno,Iglesia San Juan Bautista Puno
2024-06-15,13:06:00,Avenida La Torre Puno,Mercado Central Bellavista Puno
2024-06-15,14:34:00,Jayllihuaya Puno,Puerto Lacustre Puno
2024-06-15,14:46:00,Estadio Enrique Torres Belón,Polideportivo Chanu Chanu Puno
2024-06-15,16:30:00,Hostal Mirador Korichasca Puno,Complejo Deportivo Alto Llavini Puno
2024-06-15,17:14:00,Avenida El Sol Puno,Parque Mariátegui Puno
2024-06-15,17:27:00,Terminal Terrestre Puno,Urbanización Chanu Chanu Puno
2024-06-15,17:27:00,Cementerio Yanamayo Puno,Avenida Floral Puno
2024-06-15,17:48:00,Salcedo Puno,Instituto Americano Los Andes Puno
2024-06-15,18:32:00,Plaza Mayor de Puno Puno,Municipalidad Provincial de Puno
2024-06-15,19:15:00,Parque Pino Puno,Mirador Puma Uta Puno
2024-06-15,19:32:00,Hospital Regional Manuel Núñez Butrón,Puerto Lacustre Puno
2024-06-15,20:56:00,Parque Mariátegui Puno,Hospital ESSALUD Puno
2024-06-15,20:56:00,Complejo Deportivo Alto Llavini Puno,Puerto Muñoz Díaz Puno
2024-06-16,05:49:00,Plaza Mayor de Puno Puno,Universidad Nacional del Altiplano
2024-06-16,06:12:00,Hostal Mirador Korichasca Puno,Puerto Lacustre Puno
2024-06-16,06:44:00,Avenida Floral Puno,Terminal Zonal Sur Puno
2024-06-16,06:58:00,Puerto Lacustre Puno,Parque Mariátegui Puno
2024-06-16,07:41:00,Gobierno Regional de Puno,Gobierno Regional de Puno
2024-06-16,07:57:00,Avenida Floral Puno,Hostal Mirador Korichasca Puno
2024-06-16,08:19:00,Catedral Basílica de Puno,Hotel Libertador Lago Titicaca Puno
2024-06-16,08:44:00,Gobierno Regional de Puno,Real Plaza Puno
2024-06-16,08:55:00,Colegio María Auxiliadora Puno,Gobierno Regional de Puno
2024-06-16,09:38:00,Centro de Salud Metropolitano Puno,Urbanización Huajsapata Puno
2024-06-16,09:41:00,Mercado Laykakota Puno,Terminal Terrestre Puno
2024-06-16,10:30:00,Universidad Nacional del Altiplano,Puerto Muñoz Díaz Puno
2024-06-16,11:25:00,Hospital ESSALUD Puno,Avenida Floral Puno
2024-06-16,12:39:00,Jayllihuaya Puno,Colegio Adventista Puno
2024-06-16,12:41:00,Gobierno Regional de Puno,Universidad Nacional del Altiplano
2024-06-16,12:53:00,Instituto de Educación Superior Tecnológico Público Puno,Parque Pino Puno
2024-06-16,15:35:00,Colegio Glorioso San Carlos Puno,Jirón Lima Puno
2024-06-16,16:29:00,Mirador Kuntur Wasi Puno,Salcedo Puno
2024-06-16,17:36:00,Mercado Laykakota Puno,Gran Unidad Escolar San Carlos Puno
2024-06-16,18:41:00,Parque Pino Puno,Urbanización Bellavista Puno
2024-06-16,18:48:00,Plaza Mayor de Puno Puno,Isla Esteves Puno
2024-06-16,18:48:00,Jirón Lima Puno,Real Plaza Puno
2024-06-16,18:51:00,Avenida El Sol Puno,Parque Mariátegui Puno
2024-06-16,19:23:00,Catedral Basílica de Puno,Polideportivo Chanu Chanu Puno
2024-06-16,22:05:00,Senati Puno,Urbanización Salcedo Puno
2024-06-16,22:24:00,Plazuela Santa Rosa Puno,Mirador Puma Uta Puno
2024-06-16,22:26:00,Puerto Muñoz Díaz Puno,Isla Esteves Puno
2024-06-17,05:16:00,Puerto Lacustre Puno,Jirón Lima Puno
2024-06-17,05:35:00,Puerto Muñoz Díaz Puno,Mercado Central Bellavista Puno
2024-06-17,06:17:00,Cementerio Laykakota Puno,Salcedo Puno
2024-06-17,06:39:00,Parque del Niño Puno,Mercado Central Bellavista Puno
2024-06-17,07:16:00,Parque Mariátegui Puno,Real Plaza Puno
2024-06-17,07:26:00,Urbanización Bellavista Puno,Real Plaza Puno
2024-06-17,07:28:00,Mirador Puma Uta Puno,Municipalidad Provincial de Puno
2024-06-17,08:09:00,Hostal Mirador Korichasca Puno,Parque Pino Puno
2024-06-17,08:16:00,Gobierno Regional de Puno,Puerto Lacustre Puno
2024-06-17,08:29:00,Universidad Nacional del Altiplano,Catedral Basílica de Puno
2024-06-17,09:35:00,Avenida La Torre Puno,Colegio María Auxiliadora Puno
2024-06-17,09:46:00,Jirón Lima Puno,Jayllihuaya Puno
2024-06-17,10:41:00,Puerto Lacustre Puno,Urbanización Salcedo Puno
2024-06-17,12:59:00,Hotel Sonesta Posadas del Inca Puno,Colegio Glorioso San Carlos Puno
2024-06-17,13:33:00,Los Incas Puno,Municipalidad Provincial de Puno
2024-06-17,14:59:00,Avenida Floral Puno,Hospital Regional Manuel Núñez Butrón
2024-06-17,16:19:00,Polideportivo Chanu Chanu Puno,Jirón Lima Puno
2024-06-17,17:34:00,Colegio Don Bosco Puno,Hotel Sonesta Posadas del Inca Puno
2024-06-17,17:49:00,Los Incas Puno,Urbanización Salcedo Puno
2024-06-17,18:20:00,Urbanización Bellavista Puno,Gran Unidad Escolar San Carlos Puno
2024-06-17,18:28:00,Mercado Central Bellavista Puno,Colegio Glorioso San Carlos Puno
2024-06-17,18:45:00,Universidad Andina Néstor Cáceres Velásquez Puno,Avenida El Sol Puno
2024-06-17,20:18:00,Gobierno Regional de Puno,Colegio Adventista Puno
2024-06-18,06:06:00,Urbanización Salcedo Puno,Puerto Lacustre Puno
2024-06-18,06:37:00,Plaza Mayor de Puno Puno,Senati Puno
2024-06-18,07:06:00,Gobierno Regional de Puno,Urbanización Chanu Chanu Puno
2024-06-18,07:24:00,Urbanización Alto Puno,Urbanización Huajsapata Puno
2024-06-18,07:36:00,Gobierno Regional de Puno,Urbanización Chanu Chanu Puno
2024-06-18,07:39:00,Catedral Basílica de Puno,Urbanización Huajsapata Puno
2024-06-18,08:48:00,Jayllihuaya Puno,Urbanización Salcedo Puno
2024-06-18,08:59:00,Catedral Basílica de Puno,Salcedo Puno
2024-06-18,08:59:00,Plazuela Santa Rosa Puno,Salcedo Puno
2024-06-18,09:57:00,Universidad Andina Néstor Cáceres Velásquez Puno,Colegio Don Bosco Puno
2024-06-18,10:03:00,Salcedo Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-18,10:47:00,Iglesia San Juan Bautista Puno,Salcedo Puno
2024-06-18,10:48:00,Urbanización Chanu Chanu Puno,Gran Unidad Escolar San Carlos Puno
2024-06-18,11:13:00,Colegio Adventista Puno,Salcedo Puno
2024-06-18,13:42:00,Urbanización Chanu Chanu Puno,Colegio Adventista Puno
2024-06-18,15:19:00,Complejo Deportivo Alto Llavini Puno,Mirador Kuntur Wasi Puno
2024-06-18,15:49:00,Terminal Terrestre Puno,Senati Puno
2024-06-18,16:38:00,Universidad Andina Néstor Cáceres Velásquez Puno,Gobierno Regional de Puno
2024-06-18,17:01:00,Estadio Enrique Torres Belón,Los Incas Puno
2024-06-18,17:36:00,Plaza Mayor de Puno Puno,Urbanización Salcedo Puno
2024-06-18,17:43:00,Mirador Kuntur Wasi Puno,Parque del Niño Puno
2024-06-18,17:59:00,Parque Mariátegui Puno,Salcedo Puno
2024-06-18,18:43:00,Terminal Terrestre Puno,Estadio Enrique Torres Belón
2024-06-18,18:55:00,Terminal Terrestre Puno,Avenida La Torre Puno
2024-06-18,19:42:00,Complejo Deportivo Alto Llavini Puno,Mirador Kuntur Wasi Puno
2024-06-18,19:53:00,Jirón Lima Puno,Senati Puno
2024-06-18,21:41:00,Colegio Adventista Puno,Centro de Salud Metropolitano Puno
2024-06-19,05:10:00,Instituto de Cultura y Turismo de Puno,Colegio Glorioso San Carlos Puno
2024-06-19,06:17:00,Los Incas Puno,Jirón Lima Puno
2024-06-19,06:57:00,Real Plaza Puno,Polideportivo Chanu Chanu Puno
2024-06-19,07:08:00,Puerto Lacustre Puno,Colegio Glorioso San Carlos Puno
2024-06-19,07:28:00,Hospital ESSALUD Puno,Avenida Floral Puno
2024-06-19,08:07:00,Jirón Lima Puno,Mirador Puma Uta Puno
2024-06-19,08:19:00,Real Plaza Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-19,08:23:00,Avenida La Torre Puno,Parque del Niño Puno
2024-06-19,08:38:00,Hotel Sonesta Posadas del Inca Puno,Urbanización Salcedo Puno
2024-06-19,08:41:00,Av. Costanera Puno,Instituto de Cultura y Turismo de Puno
2024-06-19,09:53:00,Avenida La Torre Puno,Instituto Americano Los Andes Puno
2024-06-19,10:04:00,Hostal Mirador Korichasca Puno,Plaza Mayor de Puno Puno
2024-06-19,10:31:00,Avenida El Sol Puno,Hostal Mirador Korichasca Puno
2024-06-19,10:54:00,Municipalidad Provincial de Puno,Universidad Nacional del Altiplano
2024-06-19,11:02:00,Los Incas Puno,Avenida La Torre Puno
2024-06-19,11:53:00,Puerto Lacustre Puno,Puerto Muñoz Díaz Puno
2024-06-19,12:02:00,Hostal Mirador Korichasca Puno,Universidad Nacional del Altiplano
2024-06-19,12:09:00,Mirador Puma Uta Puno,Hotel Libertador Lago Titicaca Puno
2024-06-19,13:09:00,Instituto Americano Los Andes Puno,Jirón Lima Puno
2024-06-19,14:47:00,Gobierno Regional de Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-19,16:02:00,Hotel Sonesta Posadas del Inca Puno,Centro de Salud Metropolitano Puno
2024-06-19,16:10:00,Senati Puno,Iglesia San Juan Bautista Puno
2024-06-19,17:46:00,Hospital Regional Manuel Núñez Butrón,Parque Mariátegui Puno
2024-06-19,17:48:00,Plaza Mayor de Puno Puno,Gran Unidad Escolar San Carlos Puno
2024-06-19,18:07:00,Universidad Nacional del Altiplano,Mirador Kuntur Wasi Puno
2024-06-19,19:34:00,Av. Costanera Puno,Puerto Lacustre Puno
2024-06-19,19:51:00,Jirón Lima Puno,Universidad Nacional del Altiplano
2024-06-19,19:55:00,Cementerio Laykakota Puno,Terminal Terrestre Puno
2024-06-20,05:28:00,Instituto Americano Los Andes Puno,Urbanización Huajsapata Puno
2024-06-20,05:31:00,Terminal Terrestre Puno,Hostal Mirador Korichasca Puno
2024-06-20,05:32:00,Polideportivo Chanu Chanu Puno,Puerto Lacustre Puno
2024-06-20,05:48:00,Hotel Libertador Lago Titicaca Puno,Plazuela Santa Rosa Puno
2024-06-20,06:42:00,Parque Pino Puno,Instituto de Cultura y Turismo de Puno
2024-06-20,07:00:00,Urbanización Alto Puno,Urbanización Salcedo Puno
2024-06-20,07:02:00,Plazuela 15 de Agosto Puno,Isla Esteves Puno
2024-06-20,07:51:00,Mercado Unión y Dignidad Puno,Centro de Salud Metropolitano Puno
2024-06-20,08:25:00,Universidad Nacional del Altiplano,Complejo Deportivo Alto Llavini Puno
2024-06-20,08:48:00,Cementerio Laykakota Puno,Estadio Enrique Torres Belón
2024-06-20,09:30:00,Catedral Basílica de Puno,Colegio Glorioso San Carlos Puno
2024-06-20,10:17:00,Plaza Mayor de Puno Puno,Catedral Basílica de Puno
2024-06-20,11:04:00,Iglesia San Juan Bautista Puno,Avenida La Torre Puno
2024-06-20,11:39:00,Instituto de Educación Superior Tecnológico Público Puno,Plaza Mayor de Puno Puno
2024-06-20,12:26:00,Jirón Lima Puno,Mercado Central Bellavista Puno
2024-06-20,12:34:00,Gobierno Regional de Puno,Senati Puno
2024-06-20,12:50:00,Colegio Don Bosco Puno,Jirón Lima Puno
2024-06-20,13:33:00,Universidad Andina Néstor Cáceres Velásquez Puno,Gobierno Regional de Puno
2024-06-20,13:57:00,Mercado Laykakota Puno,Parque del Niño Puno
2024-06-20,14:28:00,Puerto Lacustre Puno,Parque Pino Puno
2024-06-20,14:32:00,Hospital Regional Manuel Núñez Butrón,Plazuela Santa Rosa Puno
2024-06-20,15:09:00,Mercado Central Bellavista Puno,Complejo Deportivo Alto Llavini Puno
2024-06-20,15:58:00,Urbanización Alto Puno,Urbanización Chanu Chanu Puno
2024-06-20,16:10:00,Centro de Salud Metropolitano Puno,Puerto Muñoz Díaz Puno
2024-06-20,17:51:00,Hotel Sonesta Posadas del Inca Puno,Jirón Lima Puno
2024-06-20,18:44:00,Isla Esteves Puno,Avenida Floral Puno
2024-06-20,18:53:00,Instituto de Cultura y Turismo de Puno,Hotel Libertador Lago Titicaca Puno
2024-06-20,19:07:00,Real Plaza Puno,Terminal Terrestre Puno
2024-06-20,19:30:00,Avenida Floral Puno,Polideportivo Chanu Chanu Puno
2024-06-20,19:49:00,Av. Costanera Puno,Puerto Lacustre Puno
2024-06-20,22:14:00,Hospital Regional Manuel Núñez Butrón,Terminal Zonal Sur Puno
2024-06-20,22:55:00,Colegio Don Bosco Puno,Instituto de Cultura y Turismo de Puno
2024-06-21,07:27:00,Gobierno Regional de Puno,Isla Esteves Puno
2024-06-21,07:51:00,Hostal Mirador Korichasca Puno,Senati Puno
2024-06-21,07:51:00,Parque del Niño Puno,Colegio María Auxiliadora Puno
2024-06-21,08:08:00,Urbanización Salcedo Puno,Real Plaza Puno
2024-06-21,08:19:00,Cementerio Laykakota Puno,Municipalidad Provincial de Puno
2024-06-21,09:10:00,Puerto Muñoz Díaz Puno,Complejo Deportivo Alto Llavini Puno
2024-06-21,09:16:00,Urbanización Huajsapata Puno,Colegio Glorioso San Carlos Puno
2024-06-21,09:31:00,Polideportivo Chanu Chanu Puno,Parque Pino Puno
2024-06-21,09:44:00,Mirador Kuntur Wasi Puno,Plazuela Santa Rosa Puno
2024-06-21,10:02:00,Jirón Lima Puno,Urbanización Huajsapata Puno
2024-06-21,10:40:00,Urbanización Huajsapata Puno,Parque del Niño Puno
2024-06-21,12:19:00,Puerto Muñoz Díaz Puno,Plazuela Santa Rosa Puno
2024-06-21,12:51:00,Universidad Nacional del Altiplano,Plaza Mayor de Puno Puno
2024-06-21,13:16:00,Real Plaza Puno,Hotel Libertador Lago Titicaca Puno
2024-06-21,13:44:00,Municipalidad Provincial de Puno,Plazuela 15 de Agosto Puno
2024-06-21,14:02:00,Plazuela Santa Rosa Puno,Puerto Lacustre Puno
2024-06-21,14:35:00,Mercado Unión y Dignidad Puno,Urbanización Salcedo Puno
2024-06-21,15:49:00,Jirón Lima Puno,Parque del Niño Puno
2024-06-21,15:56:00,Isla Esteves Puno,Colegio Glorioso San Carlos Puno
2024-06-21,16:59:00,Parque Mariátegui Puno,Catedral Basílica de Puno
2024-06-21,17:16:00,Mercado Central Bellavista Puno,Puerto Lacustre Puno
2024-06-21,17:25:00,Estadio Enrique Torres Belón,Los Incas Puno
2024-06-21,17:45:00,Complejo Deportivo Alto Llavini Puno,Plaza Mayor de Puno Puno
2024-06-21,17:53:00,Puerto Muñoz Díaz Puno,Plazuela 15 de Agosto Puno
2024-06-21,18:50:00,Universidad Nacional del Altiplano,Puerto Lacustre Puno
2024-06-21,18:56:00,Mirador Puma Uta Puno,Real Plaza Puno
2024-06-21,19:13:00,Plaza Mayor de Puno Puno,Gobierno Regional de Puno
2024-06-21,19:35:00,Instituto de Cultura y Turismo de Puno,Los Incas Puno
2024-06-21,19:38:00,Gran Unidad Escolar San Carlos Puno,Puerto Lacustre Puno
2024-06-21,19:57:00,Hotel Sonesta Posadas del Inca Puno,Terminal Zonal Sur Puno
2024-06-21,21:22:00,Universidad Nacional del Altiplano,Plazuela 15 de Agosto Puno
2024-06-21,22:15:00,Hospital Regional Manuel Núñez Butrón,Avenida Floral Puno
2024-06-22,05:44:00,Instituto de Cultura y Turismo de Puno,Real Plaza Puno
2024-06-22,06:30:00,Centro de Salud Metropolitano Puno,Universidad Nacional del Altiplano
2024-06-22,07:43:00,Urbanización Salcedo Puno,Hotel Sonesta Posadas del Inca Puno
2024-06-22,07:53:00,Plaza Mayor de Puno Puno,Complejo Deportivo Alto Llavini Puno
2024-06-22,08:00:00,Instituto de Educación Superior Tecnológico Público Puno,Complejo Deportivo Alto Llavini Puno
2024-06-22,09:28:00,Catedral Basílica de Puno,Avenida La Torre Puno
2024-06-22,09:39:00,Avenida El Sol Puno,Jirón Lima Puno
2024-06-22,09:44:00,Jayllihuaya Puno,Mirador Puma Uta Puno
2024-06-22,09:46:00,Isla Esteves Puno,Hostal Mirador Korichasca Puno
2024-06-22,09:55:00,Puerto Muñoz Díaz Puno,Instituto de Educación Superior Tecnológico Público Puno
2024-06-22,10:06:00,Avenida El Sol Puno,Mercado Central Bellavista Puno
2024-06-22,11:41:00,Urbanización Bellavista Puno,Terminal Terrestre Puno
2024-06-22,12:34:00,Polideportivo Chanu Chanu Puno,Parque del Niño Puno
2024-06-22,12:59:00,Urbanización Alto Puno,Puerto Lacustre Puno
2024-06-22,13:23:00,Hostal Mirador Korichasca Puno,Los Incas Puno
2024-06-22,13:34:00,Polideportivo Chanu Chanu Puno,Mercado Unión y Dignidad Puno
2024-06-22,13:51:00,Instituto Americano Los Andes Puno,Hotel Sonesta Posadas del Inca Puno
2024-06-22,14:08:00,Gran Unidad Escolar San Carlos Puno,Isla Esteves Puno
2024-06-22,15:34:00,Municipalidad Provincial de Puno,Jayllihuaya Puno
2024-06-22,16:03:00,Complejo Deportivo Alto Llavini Puno,Mercado Central Bellavista Puno
2024-06-22,17:37:00,Urbanización Huajsapata Puno,Cementerio Yanamayo Puno
2024-06-22,17:56:00,Gran Unidad Escolar San Carlos Puno,Instituto Americano Los Andes Puno
2024-06-22,19:02:00,Jayllihuaya Puno,Universidad Nacional del Altiplano
2024-06-22,19:20:00,Instituto de Cultura y Turismo de Puno,Catedral Basílica de Puno
2024-06-22,19:55:00,Universidad Nacional del Altiplano,Cementerio Laykakota Puno
2024-06-22,20:26:00,Mirador Kuntur Wasi Puno,Parque Mariátegui Puno
2024-06-22,20:58:00,Plazuela 15 de Agosto Puno,Puerto Muñoz Díaz Puno
2024-06-22,21:36:00,Iglesia San Juan Bautista Puno,Parque Pino Puno
2024-06-23,05:31:00,Puerto Lacustre Puno,Jirón Lima Puno
